date,Open,High,Low,Close,Adj Close,Volume,Unnamed: 7,Goal II: Open t+1 - Open t,Goal II: Open t+1 - Close t,P_mean,P_sum,twt_count
2021-11-23,337.049988,339.450012,333.559998,337.679993,336.983215,30427600.0,,-1.0,-1,-0.2072072072072072,-23,111
2021-11-24,336.279999,338.160004,333.910004,337.910004,337.212738,21661300.0,,-1.0,-1,-0.18518518518518517,-15,81
2021-11-26,334.350006,337.929993,328.119995,329.679993,328.999725,24217200.0,,1.0,1,-0.20930232558139536,-18,86
2021-11-29,334.940002,339.029999,334.73999,336.630005,335.935394,28563500.0,,1.0,-1,-0.056074766355140186,-6,107
2021-11-30,335.320007,337.779999,328.98999,330.589996,329.907837,42885600.0,,-1.0,1,-0.16265060240963855,-27,166
2021-12-01,335.130005,339.279999,329.390015,330.079987,329.398895,33337600.0,,-1.0,1,-0.13157894736842105,-25,190
2021-12-02,330.299988,333.48999,327.799988,329.48999,328.810089,30766000.0,,1.0,1,-0.07602339181286549,-13,171
2021-12-03,331.98999,332.700012,318.029999,323.01001,322.343506,41755900.0,,-1.0,1,-0.21142857142857144,-37,175
2021-12-06,323.950012,327.450012,319.230011,326.190002,325.516937,30032600.0,,1.0,1,-0.2421875,-31,128
2021-12-07,331.640015,335.799988,330.100006,334.920013,334.228912,31021900.0,,1.0,1,-0.09803921568627451,-10,102
2021-12-08,335.309998,335.5,330.799988,334.970001,334.278809,24761000.0,,-1.0,-1,-0.17886178861788618,-22,123
2021-12-09,334.410004,336.48999,332.119995,333.100006,332.412659,22214200.0,,1.0,1,-0.18461538461538463,-24,130
2021-12-10,334.980011,343.0,334.790009,342.540009,341.833191,38077300.0,,1.0,-1,-0.1270718232044199,-46,362
2021-12-13,340.679993,343.790009,339.079987,339.399994,338.699646,28899400.0,,-1.0,-1,-0.13513513513513514,-25,185
2021-12-14,333.220001,334.640015,324.109985,328.339996,327.662476,44438700.0,,-1.0,1,-0.26688102893890675,-83,311
2021-12-15,328.609985,335.190002,324.5,334.649994,333.959473,35381100.0,,1.0,1,-0.2422680412371134,-47,194
2021-12-16,335.709991,336.76001,323.019989,324.899994,324.229584,35034800.0,,-1.0,-1,-0.16265060240963855,-27,166
2021-12-17,320.880005,324.920013,317.25,323.799988,323.131836,47750300.0,,-1.0,-1,-0.25161290322580643,-39,155
2021-12-20,320.049988,322.799988,317.570007,319.910004,319.249878,28326500.0,,1.0,1,-0.2887323943661972,-41,142
2021-12-21,323.290009,327.730011,319.799988,327.290009,326.614655,24740600.0,,1.0,1,-0.12162162162162163,-18,148
2021-12-22,328.299988,333.609985,325.75,333.200012,332.512482,24831500.0,,1.0,-1,-0.09659090909090909,-17,176
2021-12-23,332.75,336.390015,332.730011,334.690002,333.99939,19617800.0,,1.0,1,-0.10256410256410256,-12,117
2021-12-27,335.459991,342.480011,335.429993,342.450012,341.743378,19947000.0,,1.0,1,-0.046875,-6,128
2021-12-28,343.149994,343.809998,340.320007,341.25,340.545837,15661500.0,,-1.0,1,-0.18333333333333332,-22,120
2021-12-29,341.299988,344.299988,339.679993,341.950012,341.244415,15042000.0,,1.0,-1,-0.2601626016260163,-32,123
2021-12-30,341.910004,343.130005,338.820007,339.320007,338.619843,15994500.0,,-1.0,-1,-0.2231404958677686,-27,121
